model	reference_model	pruned_atom_pairs	pruned_rmsd_to_reference	all_atom_pairs	all_pair_rmsd_to_reference	source_file	comparison	hypothesis	seed	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	hypothesis_short_plot
4	gpa_ssDNA_30nt_seed5_model_0	59	0.522	513	21.91	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	6	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s6-m4	A-C-DNA-Rep
0	gpa_ssDNA_30nt_seed5_model_0	256	0.628	513	5.873	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	7	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m0	A-C-DNA-Rep
1	gpa_ssDNA_30nt_seed5_model_0	277	0.759	513	6.128	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	7	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m1	A-C-DNA-Rep
2	gpa_ssDNA_30nt_seed5_model_0	263	0.67	513	13.04	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	7	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m2	A-C-DNA-Rep
3	gpa_ssDNA_30nt_seed5_model_0	332	0.812	513	6.484	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	7	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m3	A-C-DNA-Rep
4	gpa_ssDNA_30nt_seed5_model_0	310	0.521	513	9.166	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	7	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s7-m4	A-C-DNA-Rep
0	gpa_ssDNA_30nt_seed5_model_0	64	0.469	513	20.917	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	8	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m0	A-C-DNA-Rep
1	gpa_ssDNA_30nt_seed5_model_0	257	0.61	513	26.512	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	8	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m1	A-C-DNA-Rep
2	gpa_ssDNA_30nt_seed5_model_0	261	0.842	513	35.732	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	8	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m2	A-C-DNA-Rep
3	gpa_ssDNA_30nt_seed5_model_0	261	0.713	513	13.643	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	8	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m3	A-C-DNA-Rep
4	gpa_ssDNA_30nt_seed5_model_0	259	0.775	513	29.243	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	8	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s8-m4	A-C-DNA-Rep
0	gpa_ssDNA_30nt_seed5_model_0	255	0.789	513	13.581	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	9	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m0	A-C-DNA-Rep
1	gpa_ssDNA_30nt_seed5_model_0	236	0.741	513	14.454	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	9	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m1	A-C-DNA-Rep
2	gpa_ssDNA_30nt_seed5_model_0	242	0.801	513	14.498	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	9	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m2	A-C-DNA-Rep
3	gpa_ssDNA_30nt_seed5_model_0	276	0.735	513	17.317	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	9	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m3	A-C-DNA-Rep
4	gpa_ssDNA_30nt_seed5_model_0	95	0.522	513	11.102	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_2rep_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_2rep_gpc	9	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s9-m4	A-C-DNA-Rep
0	gpa_ssDNA_30nt_seed5_model_0	406	0.682	513	5.281	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	1	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s1-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	397	0.709	513	5.142	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	1	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s1-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	413	0.699	513	1.967	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	1	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s1-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	397	0.699	513	4.632	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	1	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s1-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	391	0.654	513	5.018	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	1	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s1-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	355	0.7	513	3.806	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	10	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s10-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	378	0.769	513	5.085	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	10	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s10-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	347	0.696	513	4.096	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	10	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s10-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	336	0.692	513	4.504	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	10	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s10-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	334	0.582	513	5.416	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	10	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s10-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	374	0.672	513	3.72	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	2	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s2-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	372	0.8	513	5.968	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	2	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s2-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	399	0.74	513	5.655	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	2	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s2-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	383	0.737	513	5.562	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	2	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s2-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	374	0.701	513	4.62	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	2	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s2-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	422	0.766	513	3.777	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	3	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s3-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	448	0.929	513	3.202	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	3	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s3-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	446	0.857	513	3.397	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	3	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s3-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	465	0.793	513	3.037	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	3	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s3-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	423	0.937	513	5.301	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	3	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s3-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	372	1.086	513	4.158	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	4	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s4-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	440	0.825	513	5.588	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	4	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s4-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	374	0.816	513	3.857	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	4	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s4-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	434	0.971	513	4.944	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	4	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s4-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	406	1.034	513	3.775	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	4	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s4-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	367	0.736	513	4.526	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	5	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s5-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	416	0.878	513	3.403	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	5	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s5-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	335	0.71	513	5.462	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	5	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s5-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	342	0.646	513	5.276	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	5	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s5-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	362	0.78	513	3.947	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	5	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s5-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	433	0.858	513	4.617	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	6	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s6-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	468	0.801	513	4.428	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	6	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s6-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	421	0.88	513	4.93	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	6	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s6-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	426	1.017	513	3.374	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	6	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s6-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	411	0.873	513	5.027	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	6	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s6-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	380	0.765	513	5.889	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	7	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s7-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	366	0.643	513	5.461	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	7	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s7-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	362	0.632	513	6.088	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	7	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s7-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	318	0.598	513	5.041	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	7	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s7-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	392	0.841	513	4.965	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	7	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s7-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	471	0.83	513	3.327	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	8	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s8-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	453	0.964	513	3.266	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	8	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s8-m1	A-C-DNA
2	gpa_ssDNA_30nt_seed5_model_0	436	0.961	513	3.385	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	8	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s8-m2	A-C-DNA
3	gpa_ssDNA_30nt_seed5_model_0	465	1.009	513	3.214	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	8	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s8-m3	A-C-DNA
4	gpa_ssDNA_30nt_seed5_model_0	456	0.752	513	5.556	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	8	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s8-m4	A-C-DNA
0	gpa_ssDNA_30nt_seed5_model_0	436	0.923	513	3.049	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	9	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s9-m0	A-C-DNA
1	gpa_ssDNA_30nt_seed5_model_0	450	0.83	513	2.237	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0.csv	gpa_ssDNA_30nt_gpc_vs_gpa_ssDNA_30nt_seed5_model_0	gpa_ssDNA_30nt_gpc	9	gpa	30nt	30	ssDNA	gpc	+ C	A	A-ssDNA-gpc	A-ssDNA-gpc-s9-m1	A-C-DNA
