group	n_total_A_mut_interact_DNA	a_exposed_outcome_A_mut_interact_DNA	b_exposed_no_outcome_A_mut_interact_DNA	c_unexp_outcome_A_mut_interact_DNA	d_unexp_no_outcome_A_mut_interact_DNA	odds_ratio_A_mut_interact_DNA	conf_low_A_mut_interact_DNA	conf_high_A_mut_interact_DNA	log_or_ln_A_mut_interact_DNA	log_or_log10_A_mut_interact_DNA	log_conf_low_ln_A_mut_interact_DNA	log_conf_high_ln_A_mut_interact_DNA	log_conf_low_log10_A_mut_interact_DNA	log_conf_high_log10_A_mut_interact_DNA	p_value_A_mut_interact_DNA	p_value_adj_BH_A_mut_interact_DNA	hypothesis	seed	model	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	hypothesis_short_plot	iptm	ptm	ranking_score	has_clash	fraction_disordered	num_recycles	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_ssDNA_30nt_2rep_seed4_model_3	4832	355	423	790	3264	3.46636377813331	2.9404840723873464	4.085501968487805	1.2431061419697742	0.5398741378775134	1.0785742182690756	1.407444601665494	0.468418831317373	0.6112454240878443	1.1194511541742145e-49	4.055982442660198e-49	gpa_ssDNA_30nt_2rep	4	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s4-m3	A-ssDNA-2rep	0.24	0.42	0.29	0	0.03	10	0.65	0.13	NA	NA	0.74	0.35	0.17	0.24	NA	0.16	0.27	0.72	0.03	NA	NA	0.27	NA	NA	0.26	0.13	0.018174	0.238304	0.018174	0.72	0.145048	0.0595	0.0101	0	NA	NA	NA	NA	NA	NA	NA	NA	0.009808	0.400433	0.046063	0.27	0.194791	0.155	0.0102	0.0097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02672	0.360765	0.211596	0.13	0.15973	0.0482	0.0169	0.0265
gpa_ssDNA_30nt_2rep_seed4_model_4	4832	61	165	1084	3522	1.2011605255694222	0.8732625416166104	1.6344595121523817	0.183288194090736	0.07960105129161885	-0.1355190333982018	0.49131217609061134	-0.058855168397701524	0.21337416696803127	0.23022513714026555	0.2378358854754809	gpa_ssDNA_30nt_2rep	4	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s4-m4	A-ssDNA-2rep	0.24	0.41	0.28	0	0.02	10	0.65	0.12	NA	NA	0.74	0.28	0.15	0.22	NA	0.15000000000000002	0.17	0.66	0.01	NA	NA	0.16	NA	NA	0.27	0.11	0	0	0	0.66	0.102845	0.0285	0.0094	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.16	0.131136	0.1751	0.0089	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023473	0.334554	0.173801	0.11	0.170468	0.0473	0.0129	0.0092
gpa_ssDNA_30nt_2rep_seed5_model_0	4832	112	187	1033	3500	2.029001723035794	1.5742736407311424	2.6060169321358915	0.7075439100477499	0.30728241583798854	0.4537939854130044	0.9578229760475823	0.19708022378575257	0.41597723313761553	4.7168780958997534e-8	6.272444276462439e-8	gpa_ssDNA_30nt_2rep	5	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s5-m0	A-ssDNA-2rep	0.26	0.41	0.3	0	0.02	10	0.59	0.13	NA	NA	0.75	0.37	0.17	0.25	NA	0.165	0.3	0.7	0.05	NA	NA	0.34	NA	NA	0.2	0.14	0.024885	0.299424	0.13522	0.7	0.177396	0.0376	0.0135	0.0666	NA	NA	NA	NA	NA	NA	NA	NA	0.183522	0.721059	0.286412	0.34	0.271599	0.1077	0.038	0.2807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.14	0.125032	0.0724	0.011	0
gpa_ssDNA_30nt_2rep_seed5_model_1	4832	89	145	1056	3542	2.058458993604863	1.5485377284662816	2.724267164759803	0.7219576415071147	0.313542219874426	0.4373110846588705	1.0021994615835774	0.18992179094247325	0.43524969593215773	5.249611613953447e-7	6.628297492365463e-7	gpa_ssDNA_30nt_2rep	5	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s5-m1	A-ssDNA-2rep	0.24	0.42	0.3	0	0.04	10	0.56	0.13	NA	NA	0.75	0.35	0.16	0.24	NA	0.16	0.27	0.69	0.05	NA	NA	0.3	NA	NA	0.19	0.13	0.020983	0.265548	0.039435	0.69	0.148228	0.0526	0.0117	0.025	NA	NA	NA	NA	NA	NA	NA	NA	0.180899	0.708947	0.271001	0.3	0.24969	0.2413	0.0122	0.2753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.13	0.118582	0.0621	0.0106	0
gpa_ssDNA_30nt_2rep_seed5_model_2	4832	427	381	718	3306	5.158144185815252	4.3823576046158506	6.073467557532037	1.640576860890719	0.7124934778229981	1.4775868454692611	1.8039297035010533	0.6417078135201331	0.7834367159718766	1.1496170827422003e-88	1.4370213534277504e-86	gpa_ssDNA_30nt_2rep	5	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s5-m2	A-ssDNA-2rep	0.25	0.4	0.29	0	0.03	10	0.6	0.15	NA	NA	0.745	0.36	0.18	0.25	NA	0.12	0.44	0.73	0.08	NA	NA	0.14	NA	NA	0.11	0.1	0.102753	0.315282	0.175663	0.73	0.232037	0.0612	0.0126	0.0796	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.14	0.123651	0.0409	0.009	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.090973	0.0186	0.0084	0
gpa_ssDNA_30nt_2rep_seed5_model_3	4832	86	141	1059	3546	2.04201898760957	1.5292810952376303	2.7140474672272794	0.7139390182347812	0.3100597760347906	0.4247977525860136	0.9984410510266011	0.1844873198730085	0.43361743896653593	1.2413363145891846e-6	1.5287393036812619e-6	gpa_ssDNA_30nt_2rep	5	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s5-m3	A-ssDNA-2rep	0.24	0.41	0.29	0	0.02	10	0.55	0.13	NA	NA	0.745	0.34	0.17	0.22	NA	0.165	0.29	0.63	0.05	NA	NA	0.28	NA	NA	0.24	0.13	0.048788	0.308772	0.130784	0.63	0.171916	0.0493	0.0181	0.066	NA	NA	NA	NA	NA	NA	NA	NA	0.168131	0.701029	0.257438	0.28	0.239784	0.1935	0.0128	0.2595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01842	0.281861	0.01842	0.13	0.138673	0.107	0.0117	0
gpa_ssDNA_30nt_2rep_seed5_model_4	4832	139	364	1006	3323	1.261329785506977	1.016902344291814	1.5581504274341094	0.23216654975882714	0.10082865144277536	0.016761089144005488	0.44349949441426256	0.007279248525930082	0.1926093831509963	0.030698182117349194	0.03265764055037148	gpa_ssDNA_30nt_2rep	5	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s5-m4	A-ssDNA-2rep	0.22	0.42	0.28	0	0.04	10	0.58	0.11	NA	NA	0.765	0.18	0.15	0.12	NA	0.165	0.27	0.09	0	NA	NA	0.18	NA	NA	0.24	0.28	0.021039	0.265368	0.021039	0.09	0.148286	0.0402	0.0107	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.18	0.144614	0.0914	0.0093	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.28	0.140528	0.0736	0.0114	0
gpa_ssDNA_30nt_2rep_seed6_model_0	4832	88	116	1057	3571	2.562346066135325	1.9029016418602336	3.44049135315922	0.9409232709080784	0.4086377844497369	0.643379901145481	1.2356142964060315	0.2794163408349421	0.5366204706899085	3.897400467807687e-10	5.664826261348381e-10	gpa_ssDNA_30nt_2rep	6	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s6-m0	A-ssDNA-2rep	0.27	0.43	0.32	0	0.03	10	0.45	0.11	NA	NA	0.8	0.29	0.16	0.22	NA	0.16999999999999998	0.15	0.65	0.01	NA	NA	0.21	NA	NA	0.36	0.11	0	0	0	0.65	0.09411	0.0285	0.0102	0	NA	NA	NA	NA	NA	NA	NA	NA	0.005151	0.396672	0.005151	0.21	0.157367	0.2591	0.0092	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024345	0.342633	0.239588	0.11	0.190988	0.0844	0.0194	0.0388
gpa_ssDNA_30nt_2rep_seed6_model_1	4832	95	269	1050	3418	1.149560518814177	0.890813720771205	1.473677495731869	0.13937971178146227	0.06053183971595472	-0.11561994096585614	0.38776097453072245	-0.050213102359451055	0.16840245153612013	0.2757727472712233	0.2837168181802709	gpa_ssDNA_30nt_2rep	6	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s6-m1	A-ssDNA-2rep	0.24	0.42	0.3	0	0.04	10	0.45	0.11	NA	NA	0.785	0.31	0.13	0.21	NA	0.16499999999999998	0.13	0.65	0	NA	NA	0.26	NA	NA	0.28	0.09	0	0	0	0.65	0.086892	0.0229	0.0085	0	NA	NA	NA	NA	NA	NA	NA	NA	0.005378	0.407126	0.005378	0.26	0.174378	0.2033	0.0092	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	0.299156	0.02	0.09	0.1442	0.0594	0.0126	0
gpa_ssDNA_30nt_2rep_seed6_model_2	4832	137	265	1008	3422	1.754797906214063	1.4003293130274068	2.192047182644917	0.5623536971328156	0.24422710754267435	0.3367074325514865	0.7848358937833616	0.14623017997292193	0.3408498978697206	8.420309398087162e-7	1.0473021639411892e-6	gpa_ssDNA_30nt_2rep	6	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s6-m2	A-ssDNA-2rep	0.24	0.43	0.3	0	0.03	10	0.45	0.11	NA	NA	0.79	0.33	0.13	0.23	NA	0.155	0.18	0.69	0.01	NA	NA	0.3	NA	NA	0.21	0.1	0	0	0	0.69	0.106261	0.0401	0.009	0	NA	NA	NA	NA	NA	NA	NA	NA	0.20584	0.650393	0.244786	0.3	0.258046	0.1015	0.0693	0.2179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.128281	0.0646	0.0115	0
gpa_ssDNA_30nt_2rep_seed6_model_3	4832	52	233	1093	3454	0.70532823286169	0.5078319321639811	0.9643864881106933	-0.34909200599070267	-0.1516087318782991	-0.6776047283408962	-0.03626314344239908	-0.29427999443000324	-0.01574888309350001	0.0259046963533762	0.02767595764249594	gpa_ssDNA_30nt_2rep	6	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s6-m3	A-ssDNA-2rep	0.24	0.42	0.29	0	0.03	10	0.44	0.11	NA	NA	0.79	0.31	0.13	0.23	NA	0.165	0.11	0.7	0	NA	NA	0.3	NA	NA	0.29	0.1	0	0	0	0.7	0.079681	0.0233	0.0085	0	NA	NA	NA	NA	NA	NA	NA	NA	0.193236	0.646881	0.230399	0.3	0.254503	0.1412	0.0142	0.1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017934	0.276386	0.017934	0.1	0.157473	0.0632	0.0118	0
gpa_ssDNA_30nt_2rep_seed6_model_4	4832	283	351	862	3336	3.1191822119451933	2.6115206757006457	3.7244482719060032	1.1375708559081255	0.4940407454948581	0.9599326860371609	1.3149187259368613	0.4168934685445057	0.5710619468256332	5.0824806478981105e-36	1.3962858922797008e-35	gpa_ssDNA_30nt_2rep	6	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s6-m4	A-ssDNA-2rep	0.24	0.42	0.29	0	0.04	10	0.47	0.12	NA	NA	0.785	0.34	0.13	0.24	NA	0.15	0.24	0.71	0.01	NA	NA	0.28	NA	NA	0.16	0.12	0	0	0	0.71	0.124624	0.0389	0.0095	0	NA	NA	NA	NA	NA	NA	NA	NA	0.117714	0.530927	0.144165	0.28	0.227769	0.126	0.0131	0.1173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.12	0.105701	0.0322	0.0107	0
gpa_ssDNA_30nt_2rep_seed7_model_0	4832	150	305	995	3382	1.6714386449253935	1.348063249984467	2.065983848743307	0.5136847196086761	0.22309043916406718	0.29866893274280515	0.7256065530208612	0.12971026940613373	0.31512692200979936	2.443860885960896e-6	2.980318153610849e-6	gpa_ssDNA_30nt_2rep	7	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s7-m0	A-ssDNA-2rep	0.36	0.44	0.4	0	0.03	10	0.77	0.12	NA	NA	0.77	0.27	0.19	0.14	NA	0.23500000000000001	0.29	0.09	0.03	NA	NA	0.57	NA	NA	0.3	0.35	0.022719	0.28172	0.131648	0.09	0.162211	0.0793	0.0147	0	NA	NA	NA	NA	NA	NA	NA	NA	0.31936	0.722626	0.521067	0.57	0.465627	0.21	0.0252	0.2469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023053	0.330377	0.170115	0.35	0.160334	0.0557	0.016	0.0042
gpa_ssDNA_30nt_2rep_seed7_model_1	4832	128	320	1017	3367	1.3242053504306357	1.0574898558150612	1.6510074770912135	0.28081254400085043	0.12195533830878344	0.055898039282415365	0.5013856937534255	0.0242762100095642	0.2177490401023464	0.012116537509769041	0.013056613695871813	gpa_ssDNA_30nt_2rep	7	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s7-m1	A-ssDNA-2rep	0.36	0.43	0.39	0	0.03	10	0.76	0.1	NA	NA	0.765	0.26	0.19	0.11	NA	0.225	0.27	0.08	0.01	NA	NA	0.56	NA	NA	0.27	0.26	0.02202	0.275434	0.130383	0.08	0.153237	0.0578	0.013	0	NA	NA	NA	NA	NA	NA	NA	NA	0.313275	0.727171	0.517547	0.56	0.459036	0.2942	0.0222	0.2506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027533	0.371212	0.245472	0.26	0.169019	0.0702	0.017	0.0171
gpa_ssDNA_30nt_2rep_seed7_model_2	4832	147	229	998	3458	2.2237961227359495	1.7737403698496181	2.78159028216558	0.799215700754576	0.347094968688153	0.5730905202171193	1.0230228080922323	0.2488900505613589	0.4442931604156259	4.895483895714984e-12	7.999156692344745e-12	gpa_ssDNA_30nt_2rep	7	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s7-m2	A-ssDNA-2rep	0.36	0.44	0.39	0	0.03	10	0.77	0.12	NA	NA	0.745	0.4	0.19	0.25	NA	0.22	0.31	0.6	0.04	NA	NA	0.57	NA	NA	0.29	0.27	0.023456	0.287957	0.159565	0.6	0.171524	0.0818	0.0139	0.0115	NA	NA	NA	NA	NA	NA	NA	NA	0.324109	0.73546	0.542542	0.57	0.469936	0.2597	0.0216	0.2515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023941	0.337597	0.21022	0.27	0.18605	0.0698	0.014	0.0198
gpa_ssDNA_30nt_2rep_seed7_model_3	4832	170	384	975	3303	1.4996231257319987	1.2272159749488303	1.8273301653618665	0.4052138270277171	0.1759821290690363	0.2047481689425032	0.6028559755527546	0.0889209999515239	0.261817023564963	6.538868655210963e-5	7.498702586251105e-5	gpa_ssDNA_30nt_2rep	7	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s7-m3	A-ssDNA-2rep	0.35	0.43	0.38	0	0.03	10	0.76	0.11	NA	NA	0.755	0.4	0.2	0.26	NA	0.22499999999999998	0.28	0.66	0.02	NA	NA	0.54	NA	NA	0.28	0.26	0.022168	0.276475	0.096788	0.66	0.159686	0.0943	0.0116	0	NA	NA	NA	NA	NA	NA	NA	NA	0.279484	0.714508	0.490612	0.54	0.43093	0.2544	0.0183	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0278	0.369118	0.212222	0.26	0.165746	0.1153	0.0154	0.0218
gpa_ssDNA_30nt_2rep_seed7_model_4	4832	149	239	996	3448	2.1578452157163026	1.725416146677084	2.6923628799680395	0.769110138460143	0.33402028910908604	0.5454682658390434	0.9904192020916335	0.23689385790723258	0.430133594239418	1.596334826301702e-11	2.478780786182767e-11	gpa_ssDNA_30nt_2rep	7	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s7-m4	A-ssDNA-2rep	0.35	0.44	0.38	0	0.03	10	0.77	0.11	NA	NA	0.775	0.4	0.19	0.25	NA	0.21	0.3	0.62	0.03	NA	NA	0.54	NA	NA	0.34	0.25	0.022572	0.279972	0.158041	0.62	0.167073	0.0712	0.014	0	NA	NA	NA	NA	NA	NA	NA	NA	0.286307	0.732874	0.524773	0.54	0.43613	0.1836	0.02	0.2447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.028328	0.374353	0.302125	0.25	0.21488	0.059	0.0174	0.0267
gpa_ssDNA_30nt_2rep_seed8_model_0	4832	110	244	1035	3443	1.4995456384515116	1.1734622088098705	1.9069724790919118	0.4051621545233687	0.17595968798553166	0.1599585319641154	0.645516894994436	0.06946910776536025	0.28034442547140437	9.177783686524525e-4	0.0010152415582438633	gpa_ssDNA_30nt_2rep	8	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s8-m0	A-ssDNA-2rep	0.26	0.43	0.31	0	0.04	10	0.55	0.12	NA	NA	0.785	0.34	0.16	0.2	NA	0.185	0.22	0.58	0.02	NA	NA	0.33	NA	NA	0.27	0.12	0.018174	0.238304	0.018174	0.58	0.123448	0.0395	0.01	0	NA	NA	NA	NA	NA	NA	NA	NA	0.241577	0.715912	0.295879	0.33	0.278812	0.1831	0.0208	0.2799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.12	0.141746	0.0864	0.0117	0
gpa_ssDNA_30nt_2rep_seed8_model_1	4832	89	136	1056	3551	2.2001843478028875	1.6499111477525117	2.922506272287998	0.7885411513095688	0.3424590707673829	0.5007214366155716	1.072441560568113	0.2174605568928116	0.4657554519184435	5.416080562717323e-8	7.164127728462067e-8	gpa_ssDNA_30nt_2rep	8	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s8-m1	A-ssDNA-2rep	0.26	0.42	0.31	0	0.04	10	0.54	0.11	NA	NA	0.765	0.3	0.12	0.19	NA	0.17	0.15	0.55	0	NA	NA	0.3	NA	NA	0.21	0.1	0	0	0	0.55	0.0963	0.0226	0.0086	0	NA	NA	NA	NA	NA	NA	NA	NA	0.005882	0.429077	0.01733	0.3	0.194599	0.1116	0.01	0.0333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.12415	0.0898	0.0109	0
gpa_ssDNA_30nt_2rep_seed8_model_2	4832	97	134	1048	3553	2.453606003940528	1.8522305135880357	3.2409832872056494	0.8975587808073008	0.38980482568842106	0.6163905958587148	1.1758767674678208	0.26769503447849724	0.5106767915095077	3.0989843572863765e-10	4.530678884921603e-10	gpa_ssDNA_30nt_2rep	8	2	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s8-m2	A-ssDNA-2rep	0.26	0.43	0.31	0	0.03	10	0.56	0.12	NA	NA	0.775	0.32	0.17	0.21	NA	0.18	0.25	0.56	0.02	NA	NA	0.33	NA	NA	0.29	0.15	0.017698	0.233433	0.017698	0.56	0.134383	0.0352	0.0099	0	NA	NA	NA	NA	NA	NA	NA	NA	0.235319	0.712545	0.29404	0.33	0.281166	0.2507	0.0146	0.2688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019186	0.290342	0.019186	0.15	0.151222	0.1024	0.0124	0
gpa_ssDNA_30nt_2rep_seed8_model_3	4832	65	229	1080	3458	0.908841102400859	0.673322904551753	1.213040161055099	-0.09558500492434394	-0.041512040191337723	-0.3955302656644168	0.19312973828035504	-0.17177661180378345	0.08387517962657741	0.5712501074400926	0.5829082728980537	gpa_ssDNA_30nt_2rep	8	3	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s8-m3	A-ssDNA-2rep	0.24	0.42	0.28	0	0.01	10	0.53	0.09	NA	NA	0.79	0.23	0.13	0.17	NA	0.14500000000000002	0.13	0.48	0	NA	NA	0.16	NA	NA	0.27	0.1	0	0	0	0.48	0.088971	0.0214	0.0083	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.16	0.135903	0.1796	0.0089	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.145013	0.068	0.0114	0
gpa_ssDNA_30nt_2rep_seed8_model_4	4832	188	327	957	3360	2.0182471648196074	1.6539329831202718	2.45785176641772	0.7022293945203462	0.30497435107044796	0.5031560777154886	0.899287702741813	0.21851790808792046	0.3905556869442212	4.729489393896043e-12	7.778765450486913e-12	gpa_ssDNA_30nt_2rep	8	4	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s8-m4	A-ssDNA-2rep	0.22	0.42	0.27	0	0.02	10	0.54	0.13	NA	NA	0.765	0.32	0.14	0.2	NA	0.14	0.3	0.59	0.02	NA	NA	0.23	NA	NA	0.12	0.1	0.023121	0.285732	0.023121	0.59	0.155162	0.0347	0.0093	0	NA	NA	NA	NA	NA	NA	NA	NA	0.005346	0.404155	0.005346	0.23	0.169791	0.0997	0.0104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.096877	0	0	0
gpa_ssDNA_30nt_2rep_seed9_model_0	4832	67	113	1078	3574	1.9655360313815826	1.4193101726767074	2.7045137037996017	0.6757649976280987	0.29348100953324735	0.3501709596874461	0.9949221193527807	0.15207731551502388	0.43208918635840116	3.419683889748029e-5	3.976376615986081e-5	gpa_ssDNA_30nt_2rep	9	0	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s9-m0	A-ssDNA-2rep	0.28	0.43	0.33	0	0.04	10	0.44	0.13	NA	NA	0.77	0.35	0.2	0.24	NA	0.175	0.28	0.66	0.06	NA	NA	0.3	NA	NA	0.36	0.11	0.112627	0.379976	0.174026	0.66	0.18593	0.0427	0.0353	0.108	NA	NA	NA	NA	NA	NA	NA	NA	0.202798	0.668544	0.252364	0.3	0.257104	0.1581	0.0208	0.2318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04381	0.371514	0.283515	0.11	0.203342	0.1548	0.0173	0.0641
gpa_ssDNA_30nt_2rep_seed9_model_1	4832	150	240	995	3447	2.1648190845206092	1.7320122420439943	2.6995534999118154	0.7723367942309898	0.3354216079053661	0.5492838782699953	0.9930863889320592	0.23855095733107642	0.4312919387664199	1.150388925440519e-11	1.8202356415198086e-11	gpa_ssDNA_30nt_2rep	9	1	gpa	30nt	30	ssDNA	2rep	+ 2Rep	A	A-ssDNA-2rep	A-ssDNA-2rep-s9-m1	A-ssDNA-2rep	0.25	0.43	0.3	0	0.04	10	0.44	0.12	NA	NA	0.775	0.35	0.17	0.23	NA	0.165	0.29	0.65	0.06	NA	NA	0.3	NA	NA	0.22	0.11	0.087919	0.376089	0.175851	0.65	0.193661	0.0447	0.0124	0.1126	NA	NA	NA	NA	NA	NA	NA	NA	0.181625	0.656126	0.232784	0.3	0.252089	0.2586	0.0132	0.2127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.11	0.128965	0.0748	0.0109	0
