group	n_total_A_mut_interact_DNA	a_exposed_outcome_A_mut_interact_DNA	b_exposed_no_outcome_A_mut_interact_DNA	c_unexp_outcome_A_mut_interact_DNA	d_unexp_no_outcome_A_mut_interact_DNA	odds_ratio_A_mut_interact_DNA	conf_low_A_mut_interact_DNA	conf_high_A_mut_interact_DNA	log_or_ln_A_mut_interact_DNA	log_or_log10_A_mut_interact_DNA	log_conf_low_ln_A_mut_interact_DNA	log_conf_high_ln_A_mut_interact_DNA	log_conf_low_log10_A_mut_interact_DNA	log_conf_high_log10_A_mut_interact_DNA	p_value_A_mut_interact_DNA	p_value_adj_BH_A_mut_interact_DNA	hypothesis	seed	model	system	nt	nt_numeric	dna_type	modifier	modifier_plot	system_short	hypothesis_short	group_short	hypothesis_short_plot	iptm	ptm	ranking_score	has_clash	fraction_disordered	num_recycles	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_ssDNA_30nt_2rep_gpc_seed10_model_3	4832	147	321	998	3366	1.5443761743407582	1.2458113241924076	1.9081276134376781	0.43462005815915866	0.188753092982993	0.2197869836925718	0.6461224541425838	0.09545227421184392	0.28060741646791104	5.965376123315672e-5	6.872553137460452e-5	gpa_ssDNA_30nt_2rep_gpc	10	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s10-m3	A-C-DNA-Rep	0.34	0.42	0.37	0	0.03	10	0.78	0.13	NA	0.39	0.765	0.32	0.13	0.19	0.08	0.19	0.29	0.58	0.03	0.08	0.02	0.52	0.02	0.19	0.24	0.26	0.022457	0.277909	0.100482	0.58	0.153722	0.0725	0.0122	0.0292	0	0	0	0.08	0.073968	0.0245	0.0087	0	0.25544	0.654384	0.391628	0.52	0.414486	0.142	0.027	0.1964	0	0	0	0.02	0.016978	0	0	0	0	0	0	0.19	0.125241	0.0484	0.009	0	0.021878	0.318362	0.04195	0.26	0.146939	0.0521	0.013	0
gpa_ssDNA_30nt_2rep_gpc_seed10_model_4	4832	160	378	985	3309	1.4218530495578314	1.158585463405685	1.7393854967416171	0.351960985364403	0.1528547137889914	0.14719983291229685	0.5535318880575982	0.06392807517089119	0.2403958445409034	6.86680913943727e-4	7.629787932708078e-4	gpa_ssDNA_30nt_2rep_gpc	10	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s10-m4	A-C-DNA-Rep	0.26	0.42	0.31	0	0.03	10	0.75	0.11	NA	0.37	0.78	0.26	0.14	0.16	0.07	0.16	0.22	0.55	0.01	0.1	0.01	0.26	0.02	0.12	0.33	0.13	0.01842	0.240791	0.01842	0.55	0.121175	0.0506	0.0103	0	0	0	0	0.1	0.079179	0.0272	0.0085	0	0	0	0	0.26	0.175512	0.136	0.0097	0	0	0	0	0.01	0.017526	0	0	0	0	0	0	0.12	0.09524	0.0999	0.0087	0	0.019723	0.29618	0.019723	0.13	0.167936	0.0814	0.0125	0
gpa_ssDNA_30nt_2rep_gpc_seed1_model_0	4832	358	452	787	3235	3.2547355480895304	2.7668459364077655	3.8278648626621607	1.1801110275334277	0.5125157072909441	1.0177080203272169	1.342307170632707	0.44198497741679277	0.5829565972249513	4.87912517403687e-46	1.604975386196339e-45	gpa_ssDNA_30nt_2rep_gpc	1	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s1-m0	A-C-DNA-Rep	0.32	0.42	0.37	0	0.05	10	0.72	0.12	NA	0.45	0.765	0.38	0.14	0.24	0.1	0.18	0.33	0.78	0.04	0.18	0.02	0.46	0.03	0.17	0.2	0.24	0	0	0	0.78	0.160166	0.0745	0.0111	0	0	0	0	0.18	0.104029	0.042	0.0092	0	0.213828	0.704774	0.363842	0.46	0.364876	0.1126	0.0328	0.2267	0	0	0	0.02	0.01882	0	0	0	0	0	0	0.17	0.110887	0.0455	0.0091	0	0	0	0	0.24	0.131226	0	0	0
gpa_ssDNA_30nt_2rep_gpc_seed1_model_1	4832	192	375	953	3312	1.7790596720419982	1.4655108943758057	2.1551962792830626	0.5760849505843428	0.2501905151462876	0.3822039150380097	0.7678818002819111	0.16598905126282693	0.33348682861636886	4.611731010491739e-9	6.513744365101327e-9	gpa_ssDNA_30nt_2rep_gpc	1	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s1-m1	A-C-DNA-Rep	0.32	0.42	0.36	0	0.04	10	0.71	0.11	NA	0.47	0.77	0.35	0.14	0.23	0.08	0.185	0.23	0.77	0.01	0.14	0.03	0.48	0.03	0.11	0.24	0.24	0	0	0	0.77	0.124869	0.0536	0.01	0	0	0	0	0.14	0.088742	0.097	0.0091	0	0.250225	0.703431	0.369749	0.48	0.382661	0.1574	0.0281	0.2727	0	0	0	0.03	0.018222	0	0	0	0	0	0	0.11	0.09092	0	0	0	0	0	0	0.24	0.130361	0.0763	0.0108	0
gpa_ssDNA_30nt_2rep_gpc_seed1_model_2	4832	181	339	964	3348	1.854156098194532	1.5177908423378852	2.259830433585256	0.6174296589578646	0.2681462938488073	0.41725588445905415	0.8152897810822944	0.18121192816222803	0.3540758530761507	1.4894808212359375e-9	2.127829744622768e-9	gpa_ssDNA_30nt_2rep_gpc	1	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s1-m2	A-C-DNA-Rep	0.31	0.42	0.36	0	0.05	10	0.71	0.12	NA	0.43	0.78	0.32	0.13	0.22	0.08	0.185	0.21	0.73	0.02	0.08	0.01	0.46	0.02	0.15	0.32	0.23	0	0	0	0.73	0.119173	0.06	0.0101	0	0	0	0	0.08	0.071151	0	0	0	0.215892	0.700643	0.318582	0.46	0.360887	0.1457	0.0301	0.2411	0	0	0	0.01	0.01731	0	0	0	0	0	0	0.15	0.112983	0.0363	0.0088	0	0.023121	0.331124	0.024332	0.23	0.166798	0.0621	0.0132	0
gpa_ssDNA_30nt_2rep_gpc_seed1_model_3	4832	137	304	1008	3383	1.5123344572138016	1.2120239417380636	1.8801201742101017	0.4136544551567967	0.17964784728929292	0.19229164136131022	0.6313356972510867	0.08351119875933613	0.27418560954468896	2.0735652083690346e-4	2.34566200041746e-4	gpa_ssDNA_30nt_2rep_gpc	1	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s1-m3	A-C-DNA-Rep	0.31	0.43	0.36	0	0.04	10	0.7	0.11	NA	0.44	0.78	0.33	0.13	0.22	0.09	0.19	0.19	0.74	0.01	0.14	0.02	0.44	0.03	0.15	0.33	0.22	0	0	0	0.74	0.113772	0.0433	0.0101	0	0	0	0	0.14	0.09042	0.0319	0.0089	0	0.201521	0.68208	0.279913	0.44	0.346426	0.1149	0.0231	0.2097	0	0	0	0.02	0.018105	0	0	0	0	0	0	0.15	0.103951	0.0927	0.009	0	0.022113	0.321097	0.075391	0.22	0.172463	0.0576	0.0139	0
gpa_ssDNA_30nt_2rep_gpc_seed1_model_4	4832	173	341	972	3346	1.7461549188975733	1.4259050886256437	2.133154231503965	0.5574161813722595	0.24208277169355447	0.3548067620110095	0.7576017441906673	0.15409061888334175	0.32902225698228577	6.44472553549599e-8	8.435504627612551e-8	gpa_ssDNA_30nt_2rep_gpc	1	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s1-m4	A-C-DNA-Rep	0.3	0.42	0.35	0	0.05	10	0.7	0.11	NA	0.41	0.77	0.33	0.12	0.22	0.11	0.19	0.18	0.75	0.01	0.16	0.02	0.43	0.02	0.19	0.25	0.21	0	0	0	0.75	0.106961	0.0414	0.0096	0	0	0	0	0.16	0.095034	0.0368	0.0091	0	0.197791	0.688906	0.266147	0.43	0.338093	0.1218	0.0454	0.2151	0	0	0	0.02	0.017781	0	0	0	0	0	0	0.19	0.118037	0.0904	0.0092	0	0	0	0	0.21	0.135329	0.0617	0.0115	0
gpa_ssDNA_30nt_2rep_gpc_seed2_model_0	4832	108	202	1037	3485	1.7964830161428789	1.3942176722286985	2.305314855685011	0.585830873668067	0.2544231157626025	0.3323334495232505	0.8352172639465838	0.14433058327982057	0.36273024892233313	4.597387295851892e-6	5.52570588443737e-6	gpa_ssDNA_30nt_2rep_gpc	2	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s2-m0	A-C-DNA-Rep	0.26	0.42	0.32	0	0.06	10	0.45	0.11	NA	0.4	0.78	0.17	0.12	0.13	0.08	0.19	0.13	0.08	0.03	0.17	0.01	0.32	0.02	0.11	0.29	0.44	0	0	0	0.08	0.087236	0.0315	0.0093	0	0	0	0	0.17	0.114181	0.0487	0.0086	0	0.202757	0.670607	0.252458	0.32	0.270033	0.3283	0.0165	0.2333	0	0	0	0.01	0.017911	0	0	0	0	0	0	0.11	0.092674	0.0522	0.0087	0	0.017934	0.276386	0.017934	0.44	0.156533	0.0694	0.0125	0
gpa_ssDNA_30nt_2rep_gpc_seed2_model_1	4832	148	293	997	3394	1.7192943716354172	1.3837651740059786	2.12963444508532	0.5419139576010218	0.23535024145247654	0.32480817083856417	0.7559503429669173	0.14106239627227712	0.32830506254340286	9.512116620390822e-7	1.1772421559889631e-6	gpa_ssDNA_30nt_2rep_gpc	2	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s2-m1	A-C-DNA-Rep	0.26	0.43	0.31	0	0.05	10	0.45	0.11	NA	0.44	0.785	0.28	0.11	0.16	0.08	0.155	0.19	0.56	0.01	0.18	0.02	0.33	0.03	0.1	0.24	0.12	0	0	0	0.56	0.110132	0.0322	0.0093	0	0	0	0	0.18	0.119994	0.0674	0.009	0	0.262069	0.712295	0.302013	0.33	0.284779	0.1483	0.0178	0.3005	0	0	0	0.02	0.018375	0	0	0	0	0	0	0.1	0.090869	0.0183	0.0081	0	0	0	0	0.12	0.135528	0.0594	0.0109	0
gpa_ssDNA_30nt_2rep_gpc_seed2_model_2	4832	217	246	928	3441	3.269603373965508	2.6728838555366803	3.9986524896765263	1.18466868518736	0.5144950728604512	0.9831579852350879	1.385957426783023	0.4269800878267174	0.601913662604697	1.4812503627603692e-30	3.8980272704220244e-30	gpa_ssDNA_30nt_2rep_gpc	2	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s2-m2	A-C-DNA-Rep	0.25	0.42	0.31	0	0.05	10	0.43	0.11	NA	0.43	0.76	0.27	0.09	0.17	0.08	0.14500000000000002	0.14	0.62	0.02	0.16	0.02	0.32	0.03	0.12	0.15	0.12	0	0	0	0.62	0.086337	0.0226	0.0084	0	0	0	0	0.16	0.111606	0.0332	0.0087	0	0.249423	0.716228	0.291681	0.32	0.276282	0.2113	0.0175	0.2842	0	0	0	0.02	0.018654	0.0187	0.0078	0	0	0	0	0.12	0.097037	0.0322	0.0088	0	0	0	0	0.12	0.101477	0.0258	0.0095	0
gpa_ssDNA_30nt_2rep_gpc_seed2_model_3	4832	58	174	1087	3513	1.0772684650277158	0.7798756815836537	1.470315251244918	0.07442863826058596	0.03232394689214573	-0.24862075458631291	0.3854768344273052	-0.10797462180345829	0.1674104620933121	0.6351789651930677	0.6428936894666677	gpa_ssDNA_30nt_2rep_gpc	2	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s2-m3	A-C-DNA-Rep	0.25	0.41	0.31	0	0.05	10	0.42	0.1	NA	0.42	0.785	0.27	0.12	0.17	0.09	0.155	0.15	0.6	0.01	0.18	0.02	0.3	0.02	0.12	0.28	0.1	0	0	0	0.6	0.09639	0.0323	0.0102	0	0.004545	0.250877	0.004545	0.18	0.121384	0.0538	0.0087	0	0.193858	0.655362	0.234385	0.3	0.256615	0.1413	0.0131	0.1984	0	0	0	0.02	0.017625	0	0	0	0	0	0	0.12	0.095623	0	0	0	0.020867	0.308317	0.020867	0.1	0.157585	0.0599	0.0128	0
gpa_ssDNA_30nt_2rep_gpc_seed2_model_4	4832	0	21	1145	3666	0	0	0.6161747838821594	-Inf	-Inf	-Inf	-0.48422461562677704	-Inf	-0.21029607856843238	0.007429895102358667	0.008041012015539683	gpa_ssDNA_30nt_2rep_gpc	2	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s2-m4	A-C-DNA-Rep	0.25	0.41	0.31	0	0.04	10	0.43	0.11	NA	0.43	0.78	0.26	0.1	0.16	0.08	0.15	0.1	0.57	0	0.19	0.02	0.31	0.02	0.1	0.26	0.11	0	0	0	0.57	0.077465	0.0184	0.0078	0	0.004669	0.256025	0.004669	0.19	0.126224	0.0645	0.0091	0	0.23902	0.706228	0.299018	0.31	0.271214	0.2237	0.0197	0.2688	0	0	0	0.02	0.016882	0	0	0	0	0	0	0.1	0.090437	0.0251	0.0086	0	0	0	0	0.11	0.145422	0.0919	0.0118	0
gpa_ssDNA_30nt_2rep_gpc_seed3_model_0	4832	166	293	979	3394	1.9638751456910821	1.5922998428169073	2.416690129939573	0.6749196364711386	0.2931138738475642	0.465179413165742	0.8823988890918552	0.20202485223287464	0.38322096837015224	2.3816691898993073e-10	3.5024546910283933e-10	gpa_ssDNA_30nt_2rep_gpc	3	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s3-m0	A-C-DNA-Rep	0.35	0.44	0.39	0	0.04	10	0.76	0.15	NA	0.42	0.78	0.39	0.17	0.25	0.09	0.21000000000000002	0.38	0.75	0.07	0.1	0.02	0.55	0.02	0.2	0.27	0.3	0.085635	0.327149	0.247576	0.75	0.207294	0.0994	0.0166	0.0695	0	0	0	0.1	0.080692	0.0352	0.0088	0	0.313196	0.716615	0.510691	0.55	0.455856	0.1433	0.0297	0.2582	0	0	0	0.02	0.017109	0	0	0	0	0	0	0.2	0.130474	0.0573	0.0091	0	0.023121	0.331124	0.126436	0.3	0.168649	0.118	0.0158	0
gpa_ssDNA_30nt_2rep_gpc_seed3_model_1	4832	159	337	986	3350	1.6028335514214302	1.3015408508170105	1.9680848548786025	0.4717730325663942	0.20488842475434813	0.26354883244896526	0.6770609150169	0.1144578036446303	0.2940438193042062	7.644593842219891e-6	9.10070695502368e-6	gpa_ssDNA_30nt_2rep_gpc	3	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s3-m1	A-C-DNA-Rep	0.35	0.44	0.39	0	0.04	10	0.76	0.15	NA	0.42	0.785	0.4	0.18	0.25	0.07	0.19999999999999998	0.4	0.75	0.07	0.11	0.02	0.55	0.03	0.12	0.31	0.31	0.139876	0.349582	0.269084	0.75	0.214851	0.1039	0.0184	0.0793	0	0	0	0.11	0.082181	0.0403	0.0085	0	0.312282	0.728013	0.512558	0.55	0.45603900000000003	0.1618	0.0297	0.2562	0	0	0	0.02	0.018058	0.0183	0.008	0	0	0	0	0.12	0.096128	0.0616	0.0089	0	0.019451	0.293242	0.019451	0.31	0.160986	0.0765	0.0128	0
gpa_ssDNA_30nt_2rep_gpc_seed3_model_2	4832	154	291	991	3396	1.8131814049069448	1.4628960509628068	2.241435225876946	0.5950829846309911	0.2584412564997571	0.38041806754020174	0.807116386527708	0.16521346754900817	0.3505261929226757	4.484774592754004e-8	5.995687958227279e-8	gpa_ssDNA_30nt_2rep_gpc	3	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s3-m2	A-C-DNA-Rep	0.35	0.43	0.39	0	0.04	10	0.76	0.15	NA	0.43	0.78	0.4	0.23	0.25	0.09	0.23	0.42	0.76	0.08	0.09	0.02	0.55	0.02	0.19	0.35	0.3	0.160492	0.364613	0.29124100000000003	0.76	0.23284	0.0936	0.0213	0.0848	0	0	0	0.09	0.076285	0.0305	0.0083	0	0.315881	0.713254	0.511312	0.55	0.459071	0.1247	0.0581	0.2575	0	0	0	0.02	0.017777	0	0	0	0	0	0	0.19	0.126983	0.0252	0.0091	0	0.022778	0.327739	0.126596	0.3	0.17821	0.0735	0.015	0
gpa_ssDNA_30nt_2rep_gpc_seed3_model_3	4832	204	415	941	3272	1.7089986551998988	1.4162058689284662	2.0581738889785206	0.5359076172401652	0.23274172097732373	0.34798137236511245	0.7218191280010867	0.15112638982328908	0.31348206422308894	2.213904432820442e-8	2.9917627470546516e-8	gpa_ssDNA_30nt_2rep_gpc	3	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s3-m3	A-C-DNA-Rep	0.35	0.43	0.39	0	0.04	10	0.76	0.11	NA	0.43	0.775	0.35	0.13	0.22	0.07	0.19	0.24	0.69	0.01	0.13	0.02	0.55	0.02	0.11	0.19	0.28	0.021948	0.273877	0.06634	0.69	0.151353	0.0536	0.0108	0.0083	0	0	0	0.13	0.090033	0.0652	0.0095	0	0.316134	0.717161	0.514181	0.55	0.453888	0.1536	0.0564	0.2649	0	0	0	0.02	0.017513	0	0	0	0	0	0	0.11	0.09167	0	0	0	0	0	0	0.28	0.129875	0.0451	0.0106	0
gpa_ssDNA_30nt_2rep_gpc_seed3_model_4	4832	183	318	962	3369	2.015057014972673	1.6473733767584673	2.4596433577141243	0.7006474902701406	0.3042873387836844	0.4991821266310809	0.9000163628951834	0.21679204306060873	0.39087214002801274	8.623114452092915e-12	1.3731073968300822e-11	gpa_ssDNA_30nt_2rep_gpc	3	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s3-m4	A-C-DNA-Rep	0.34	0.43	0.38	0	0.04	10	0.75	0.14	NA	0.41	0.755	0.37	0.19	0.24	0.09	0.21500000000000002	0.37	0.72	0.07	0.09	0.01	0.53	0.02	0.21	0.37	0.27	0.089606	0.337821	0.243676	0.72	0.204254	0.093	0.0139	0.0789	0	0	0	0.09	0.075164	0.0183	0.0087	0	0.281121	0.691343	0.457078	0.53	0.429556	0.1687	0.0248	0.2292	0	0	0	0.01	0.017636	0.0183	0.0079	0	0	0	0	0.21	0.132492	0.0293	0.0091	0	0.022026	0.319262	0.132574	0.27	0.192473	0.131	0.0147	0.0083
gpa_ssDNA_30nt_2rep_gpc_seed4_model_0	4832	191	337	954	3350	1.989939864012494	1.633687516462006	2.4190735624391437	0.6881044191905961	0.298839952227718	0.49083973975407236	0.8833846414338594	0.2131689904740218	0.3836490751728079	8.182430679892695e-12	1.3112869679315217e-11	gpa_ssDNA_30nt_2rep_gpc	4	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s4-m0	A-C-DNA-Rep	0.31	0.4	0.35	0	0.04	10	0.73	0.13	NA	0.45	0.73	0.23	0.15	0.13	0.09	0.21000000000000002	0.3	0.08	0	0.19	0.01	0.45	0.03	0.11	0.23	0.49	0.021316	0.26876100000000003	0.053152	0.08	0.165948	0.0414	0.0112	0	0	0	0	0.19	0.104831	0.1011	0.0097	0	0.210691	0.664006	0.259631	0.45	0.356678	0.173	0.0211	0.2211	0	0	0	0.01	0.018736	0	0	0	0	0	0	0.11	0.096056	0	0	0	0	0	0	0.49	0.131223	0.0911	0.0119	0
gpa_ssDNA_30nt_2rep_gpc_seed4_model_1	4832	142	255	1003	3432	1.9052333038502007	1.5220573322817923	2.3779049770827885	0.6446044702926262	0.2799481644582562	0.42006292777194704	0.8662198382955957	0.18243101158348082	0.3761944958869043	1.617614020438728e-8	2.2098552191785902e-8	gpa_ssDNA_30nt_2rep_gpc	4	1	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s4-m1	A-C-DNA-Rep	0.3	0.41	0.35	0	0.05	10	0.73	0.14	NA	0.41	0.745	0.21	0.17	0.12	0.08	0.21000000000000002	0.29	0.07	0.03	0.13	0.01	0.43	0.03	0.14	0.29	0.43	0.019959	0.25585	0.046864	0.07	0.158843	0.0515	0.0114	0	0	0	0	0.13	0.085491	0.0434	0.0086	0	0.167752	0.634297	0.21702	0.43	0.331754	0.0997	0.0294	0.1682	0	0	0	0.01	0.017945	0	0	0	0	0	0	0.14	0.103713	0.0508	0.009	0	0.02436	0.340695	0.167221	0.43	0.160015	0.1006	0.0135	0.0275
gpa_ssDNA_30nt_2rep_gpc_seed4_model_2	4832	86	259	1059	3428	1.0748304937388464	0.8240278039102288	1.3911793351071782	0.0721629689038561	0.03133997919270066	-0.19355100703243344	0.3301518299418483	-0.08405813432100333	0.1433831179340055	0.5991507252148173	0.6088930134296924	gpa_ssDNA_30nt_2rep_gpc	4	2	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s4-m2	A-C-DNA-Rep	0.3	0.41	0.35	0	0.04	10	0.73	0.13	NA	0.43	0.74	0.32	0.13	0.2	0.1	0.185	0.21	0.66	0.02	0.13	0.02	0.43	0.03	0.17	0.26	0.2	0	0	0	0.66	0.12075	0.0399	0.011	0	0	0	0	0.13	0.086437	0.0431	0.0087	0	0.179085	0.651924	0.226487	0.43	0.335592	0.1232	0.0496	0.1788	0	0	0	0.02	0.018285	0	0	0	0	0	0	0.17	0.113999	0.0937	0.0091	0	0.024553	0.343374	0.160986	0.2	0.160714	0.0507	0.0128	0.0167
gpa_ssDNA_30nt_2rep_gpc_seed4_model_3	4832	195	358	950	3329	1.9084994238032649	1.5713447081841743	2.3132754268299927	0.6463172912923157	0.2806920331669094	0.4519317547997987	0.8386644539076208	0.19627146730640602	0.3642273445004838	6.640317955475115e-11	1.0061087811325932e-10	gpa_ssDNA_30nt_2rep_gpc	4	3	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s4-m3	A-C-DNA-Rep	0.3	0.41	0.35	0	0.04	10	0.72	0.13	NA	0.42	0.725	0.33	0.14	0.21	0.08	0.175	0.29	0.7	0.03	0.08	0.01	0.44	0.02	0.16	0.22	0.21	0.021826	0.273485	0.053567	0.7	0.156689	0.1008	0.0129	0	0	0	0	0.08	0.073013	0.0401	0.0086	0	0.180171	0.659901	0.243819	0.44	0.335235	0.1191	0.024	0.1794	0	0	0	0.01	0.017513	0	0	0	0	0	0	0.16	0.113124	0.021	0.0087	0	0.023473	0.334554	0.057481	0.21	0.142937	0.0484	0.0139	0
gpa_ssDNA_30nt_2rep_gpc_seed4_model_4	4832	158	428	987	3259	1.2189196037849925	0.9953380782541836	1.4874117653429781	0.19796489572776974	0.08597506182512303	-0.004672822394841371	0.39703753926181495	-0.0020293809809935454	0.17243121240985193	0.0490129544774049	0.05148419587962699	gpa_ssDNA_30nt_2rep_gpc	4	4	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s4-m4	A-C-DNA-Rep	0.3	0.41	0.34	0	0.04	10	0.72	0.12	NA	0.42	0.74	0.33	0.14	0.2	0.09	0.18	0.25	0.69	0.02	0.12	0.02	0.44	0.02	0.2	0.3	0.2	0.017698	0.233433	0.017698	0.69	0.139097	0.0647	0.011	0	0	0	0	0.12	0.085712	0.0433	0.0089	0	0.207511	0.674166	0.270953	0.44	0.346866	0.1347	0.0265	0.2258	0	0	0	0.02	0.017201	0	0	0	0	0	0	0.2	0.125781	0.0458	0.0092	0	0.022595	0.325645	0.110568	0.2	0.161593	0.1335	0.0128	0
gpa_ssDNA_30nt_2rep_gpc_seed5_model_0	4832	146	286	999	3401	1.7376555716109938	1.396161286117687	2.156098092162008	0.552536832066395	0.23996369721473912	0.33372653213484527	0.7683001493039917	0.14493559137087156	0.3336685152881681	5.713607061390963e-7	7.177898318330356e-7	gpa_ssDNA_30nt_2rep_gpc	5	0	gpa	30nt	30	ssDNA	2rep_gpc	+ 2Rep + C	A	A-ssDNA-2rep_gpc	A-ssDNA-2rep_gpc-s5-m0	A-C-DNA-Rep	0.28	0.42	0.33	0	0.05	10	0.55	0.12	NA	0.44	0.76	0.23	0.13	0.11	0.11	0.175	0.26	0.19	0	0.2	0.02	0.36	0.03	0.16	0.23	0.25	0	0	0	0.19	0.139555	0.0431	0.01	0	0.005076	0.272336	0.005076	0.2	0.132368	0.0484	0.0089	0	0.130378	0.549461	0.202333	0.36	0.240337	0.2452	0.0153	0.091	0	0	0	0.02	0.02045	0.0187	0.0081	0	0	0	0	0.16	0.114883	0.0226	0.0092	0	0	0	0	0.25	0.13265	0.0688	0.0117	0
